13.70,45.7909270291,4.3180684112
13.80,47.2857841577,4.4363816303
13.90,48.8182159960,4.5738331387
14.00,50.3869014075,4.7323916596
14.10,51.9900776694,4.9143418247
14.20,53.6254626702,5.1223319427
14.30,55.2901647414,5.3594291701
14.40,56.9805784688,5.6291829016
14.50,58.6922647755,5.9356971119
14.60,60.4198136200,6.2837121807
14.70,62.1566878639,6.6786963541
14.80,63.8950473188,7.1269463579
14.90,65.6255528150,7.6356956650
15.00,67.3371514910,8.2132273818
15.10,69.0168466062,8.8689864710
15.20,70.6494582854,9.6136828472
15.30,72.2173860142,10.4593725215
15.40,73.7003897294,11.4194982160
15.50,75.0754142551,12.5088635938
15.60,76.3164916915,13.7435065652
15.70,77.3947678942,15.1404276046
15.80,78.2787114129,16.7171199451
15.90,78.9345742221,18.4908423195
16.00,79.3271798332,20.4775754374
16.10,79.4211108765,22.6906159941
16.20,79.1823484512,25.1387931538
16.30,78.5803726226,27.8243481347
16.40,77.5906626131,30.7406004288
16.50,76.1974376196,33.8696293969
16.60,74.3963662608,37.1803105120
16.70,72.1968692413,40.6271301658
16.80,69.6235824675,44.1502201164
16.90,66.7165755357,47.6769629276
17.00,63.5300580074,51.1253060444
17.10,60.1295454392,54.4086091908
17.20,56.5877493606,57.4415101071
17.30,52.9797192793,60.1460296280
17.40,49.3779172009,62.4570413282
17.50,45.8478969012,64.3263436142
17.60,42.4450984418,65.7248599445
17.70,39.2130120690,66.6428634944
17.80,36.1826969214,67.0884659917
17.90,33.3734298147,67.0848431343
18.00,30.7941445166,66.6667585928
18.10,28.4453018618,65.8769118191
18.20,26.3208800390,64.7625172605
18.30,24.4102582976,63.3723747938
18.40,22.6998567500,61.7545525511
18.50,21.1744712027,59.9546957331
18.60,19.8182971232,58.0149048462
18.70,18.6156707861,55.9730902766
18.80,17.5515722629,53.8626988271
18.90,16.6119394452,51.7127127373
19.00,15.7838394907,49.5478352076
19.10,15.0555376252,47.3887931286
19.20,14.4164955736,45.2527042303
19.30,13.8573244614,43.1534704403
19.40,13.3697105423,41.1021711881
19.50,12.9463268131,39.1074396696
19.60,12.5807394574,37.1758119722
19.70,12.2673149794,35.3120438768
19.80,12.0011316533,33.5193935141
19.90,11.7778973457,31.7998702557
20.00,11.5938746937,30.1544515743
20.10,11.4458139218,28.5832703659
20.20,11.3308931319,27.0857755837
20.30,11.2466656385,25.6608691167
20.40,11.1910137853,24.3070217698
20.50,11.1621086148,23.0223710227
20.60,11.1583747610,21.8048030157
20.70,11.1784599573,20.6520209623
20.80,11.2212085959,19.5616019376
20.90,11.2856388228,18.5310437515
21.00,11.3709227102,17.5578033983
21.10,11.4763690978,16.6393283692
21.20,11.6014087443,15.7730819383
21.30,11.7455814781,14.9565633747
21.40,11.9085250740,14.1873238954
21.50,12.0899656221,13.4629790529
21.60,12.2897091842,12.7812181502
21.70,12.5076345633,12.1398111856
21.80,12.7436870340,11.5366137536
21.90,12.9978729032,10.9695702635
22.00,13.2702547882,10.4367157819
22.10,13.5609475144,9.9361767568
22.20,13.8701145487,9.4661708420
22.30,14.1979648928,9.0250060054
22.40,14.5447503753,8.6110790765
22.50,14.9107632831,8.2228738634
22.60,15.2963342843,7.8589589485
22.70,15.7018305982,7.5179852553
22.80,16.1276543713,7.1986834642
22.90,16.5742412260,6.8998613407
23.00,17.0420589459,6.6204010332
23.10,17.5316062701,6.3592563836
23.20,18.0434117642,6.1154502929
23.30,18.5780327430,5.8880721727
23.40,19.1360542156,5.6762755131
23.50,19.7180878250,5.4792755918
23.60,20.3247707554,5.2963473478
23.70,20.9567645764,5.1268234399
23.80,21.6147539943,4.9700925115
23.90,22.2994454749,4.8255976801
24.00,23.0115657037,4.6928352739
24.10,23.7518598409,4.5713538355
24.20,24.5210895274,4.4607534180
24.30,25.3200305899,4.3606851983
24.40,26.1494703884,4.2708514404
24.50,27.0102047395,4.1910058407
24.60,27.9030343407,4.1209542980
24.70,28.8287606090,4.0605561542
24.80,29.7881808330,4.0097259622
24.90,30.7820825238,3.9684358457
25.00,31.8112368289,3.9367185286
25.10,32.8763908542,3.9146711247
25.20,33.9782587105,3.9024597943
25.30,35.1175110736,3.9003253957
25.40,36.2947630094,3.9085902792
25.50,37.5105597751,3.9276664000
25.60,38.7653602580,3.9580649559
25.70,40.0595176579,4.0004077928
25.80,41.3932569520,4.0554408614
25.90,42.7666486045,4.1240500570
26.00,44.1795778971,4.2072798278
26.10,45.6317091534,4.3063549981
26.20,47.1224440190,4.4227063194
26.30,48.6508728317,4.5580003339
26.40,50.2157179791,4.7141742072
26.50,51.8152679950,4.8934762607
26.60,53.4473009976,5.0985129896
26.70,55.1089959363,5.3323033943
26.80,56.7968299988,5.5983414449
26.90,58.5064604762,5.9006674253
27.00,60.2325894141,6.2439487182
27.10,61.9688095731,6.6335702340
27.20,63.7074306437,7.0757340865
27.30,65.4392854451,7.5775671464
27.40,67.1535171291,8.1472336363
27.50,68.8373504212,8.7940477682
27.60,70.4758529149,9.5285783538
27.70,72.0516966872,10.3627331019
27.80,73.5449363455,11.3098047157
27.90,74.9328273025,12.3844537948
28.00,76.1897177362,13.6025949979
28.10,77.2870590641,14.9811434374
28.20,78.1935919977,16.5375690693
28.30,78.8757764754,18.2892001742
28.40,79.2985407547,20.2522165878
28.50,79.4264227893,22.4402843402
28.60,79.2251593287,24.8628121906
28.70,78.6637380480,27.5228633557
28.80,77.7168602927,30.4148357605
28.90,76.3676669650,33.5221275039
29.00,74.6104678566,36.8151154499
29.10,72.4531086868,40.2498641813
29.20,69.9185458216,43.7680090998
29.30,67.0452155372,47.2981806829
29.40,63.8859099856,50.7591362726
29.50,60.5051021893,54.0644608336
29.60,56.9749524609,57.1283566582
29.70,53.3704998743,59.8717647718
29.80,49.7647101108,62.2279436878
29.90,46.2240608358,64.1467215724
30.00,42.8051985051,65.5969104521
